id,name,space,neighborhood_overview,host_id,host_name,host_since,host_response_time,host_response_time_minutes_to_response,host_response_rate,host_neighbourhood,host_listings_count,neighbourhood,city,state,zipcode,market,country,property_type,room_type,accommodates,square_feet,price_night,cleaning_fee,availability_365,occupancy_rate,number_of_reviews,review_scores_value,calculated_host_listings_count,reviews_per_month,year_revenue,airbnb_commission,year_profit,greater_than_average
53692,Large quiet Studio with gardenview in hip area.,"Fully equiped studio with a small kitchen in one of the popular areas of Amsterdam. Near museam quarter, RAI, Centrum, Albert Cuypmarket, Sarphatipark, restaurants and caé's of the world. It has one double bed a sleepingcouch for two persons and an extra bed could be put in. Pink is suitable for 3 to 4 adults. It is situated on the first floor. In total we have three studio, the other two, called green and blue are at the toplevel at third floor. When you come in May you have a big chance that the golden rain is flowering. It is a bright and airy studio with the three large windows. It has Central heating, wifi a small kitchen with oven and microwave, no dishwasher unfortunately. I think the gardeview is a nice innercity one. You can see many backyards of the neighbours and you will see my chicken and cat being busy with their lives. The area is full of nice affordable places to eat. From typical Dutch, Turkish, South American, Indonesia, Ethiopia, Italian, you name it it is all here.","We re in a quiet street, in the middle of a very lifely area. With the daily Albert Cuyp market around the corner as well as a meeting place with lots of cafes and restaurant where people meet to have a drink from earlie in the morning untill late at night. Many shops and lots of occasions an public transport to all directions.",246493,Studio,9/27/10,within an hour,43,100%,De Pijp,5,De Pijp,Amsterdam,North Holland,1073,Amsterdam,Netherlands,Guest suite,Private room,4,N/A,$60.00,$25.00,0,191.1,19,10,4,2.45,,,,0
55256,Luminous centric room,"Need a place to stay in the Amsterdam historical city center during a short stay or weekend? Room in a sweet apartment with a view on the diamond Factory in the old city center and in a street next to the wide Oudeschans canal. A quiet street in a busy area. Sunny and centric. Less than 10 minutes walking from Amsterdam Central Station, Dam Square and Rembrandt Square. Kitchen and bath room are shared. In my apartment you will find: A room with: * a twin bed (a very wide comfortable bedbank) * desk / table * two windows * internet connection * woorden floor, surface +_ 16m2 And in the rest of the shared house: * Kitchen: diswasher, washing machine, etc * Bathroom: shower, toilet The area is very centric. Most high lights are walking distance: * The Old Newmarket (2 minutes) * Dam Square (7 min's) * Waterlooplein Market (2 min's) * Two old synagogues and a Jewish museum (2 min's) * a grand supermarket (1 min) * Rembrandt square (5 minutes) * Plenty of bars and restaurants around","It's in the old historical center, just a few streets from The Waag, redlight district, the Waterlooplein market, many restaurants, the Amstel. The first metro stop with any metro from central station, so in the heart of city centre. I love where I live, especially because it's still in a quiet street, while being in this centric area.",260785,Lotte,10/13/10,within a few hours,327,100%,Nieuwmarkt en Lastage,1,Nieuwmarkt en Lastage,Amsterdam,North Holland,1011,Amsterdam,Netherlands,Apartment,Private room,2,431,$86.00,$15.00,138,0,9,10,1,1.17,,,,0
55703,groundfloor apartment with patio,"comfortable newly renovated family home in centre of Amsterdam, in a 1930's building. The home has a small patio, comfortable kitchen, dining and living room and bathroom with bathtub and separate shower. 1 master bedroom, 2 children's rooms with everything you need for small children, including toys and bikes. Washer and dryer available. 5 minute tramride to centre and trainstation, 15 minute cabride to airport.","lively early twentieth century neighborhood with shops, newly opened restaurants, playgrounds and small parks scattered all over. Every week a new restaurant or bar opens up to the hip scene of Amsterdam, leaving plenty to choose from for a marvelous vacation!",263214,Arjan,10/16/10,N/A,N/A,N/A,Bos en Lommer,1,,Amsterdam,Noord-Holland,1056EN,Amsterdam,Netherlands,Apartment,Entire home/apt,4,1184,$250.00,$50.00,304,89.7,3,9,1,0.08,,,,0
55709,Bright Loft in Centre Amsterdam,"Charming, bright loft on the 5th floor with great cityviews (there's an elevator!). Highlights: * In the old city centre, but in a very quiet street * Walking distance to all places of interest * Very clean, comfortable and 'homy' * Free wifi * Sunny balcony * tram- and taxistand around the corner Interior: contemporary and comfortable. Hall. Light and spacious L-shaped living room with dining-, lounge- and desk-corner (free Wifi). Quiet bedroom with comfortable big double bed. Separate well-equiped kitchen with dishwasher. Separate toilet. Bathroom with shower. Great balcony. For a 3rd person (or child) we can add a (comfortable) matrass in the living room. Bedsheets, towels etc. are available complimentory. The small building is rather new and very well-kept. Centraly located, very pleasant loft-apartment. It is situated in a very quiet street but still right in the centre of Amsterdam; a Unesco qualified World Heritage site! The apartment is very close to the inviting Utrechtsestr","The apartment is situated in a small, quiet, one-way direction street in a cute residential area, very close (a few minutes walk) to supermarkets and the historic city centre.",263233,Jan-Willem,10/16/10,within a few hours,293,100%,Grachtengordel,2,Grachtengordel,Amsterdam,North Holland,1017 ZJ,Amsterdam,Netherlands,Loft,Entire home/apt,3,0,$159.00,$35.00,36,197.6,52,10,1,0.55,,,,0
55807,"Greatly located, cozy atmosphere","A privateroom, a private bathroom and a shared kitchen and livingroom. This beautifull light apartment is located in a very nice neighbourhood. De Baarsjes is considered the 'lower east side' of Amsterdam. Booming new bars, cafe's and restaurants are opening monthly. A lot of artists are beginning gallerys as well and you will find the surrounding area lively and relaxing. Since this new hype has developped in the last five years the neighbourhood is still residencial and is not as busy as the Leidseplein area. This guarantees a good night sleep. This apartment has a lot of light and personality. You can feel this personal touch through the entire place where there are art pieces from every part of the world, gathered in travels. During your stay you are very likely to feel at home in this comfortable and light room. You will find a big collection of cd's, books in many languages and dvd's which will make a night in much more pleasant. The kitchen is as supplied as you will find an",,263844,Rai & Clo,10/17/10,within a day,1021,100%,Oud-West,1,Oud-West,Amsterdam,North Holland,1057,Amsterdam,Netherlands,Apartment,Private room,2,N/A,$60.00,$15.00,122,23.4,15,9,1,1.56,,,,0
55868,Apartment near Museumplein (centre),"Dear reader, If you would like to stay in my house, please send me a message. I never accept reservation requests without communicating with potential guests through email before. It is not a second home, but the house I live in. I do not rent it out to everybody. Thanks! Our 80m2 home is on the second floor (no elevator) and is over 100 years old. Lots of old characteristics are saved, but the house is comfortable in a 21th century way! There are two bedrooms, one with a double bed and one with a single bed (2 meters up). There is also room for an extra, comfortable bed on the floor. If needed I can arrange a cod. Please ask for it. We have an open, fully equipped kitchen which looks into the living/dining room. The living room has lots of early 20th century details like the ceiling (Amsterdamse School) and stained glass. The kitchen has a gas-cooked-stove, fridge, freezer, dishwasher, smegg oven, nespresso machine, a microwave and more. The living-room has a large wooden table with","Our neighborhood is very central, but also quiet. By foot you can walk to every major museum Amsterdam has to offer, all three museums guaranteed reachable within 5 minutes by foot! Within 1 square kilometer you will find everything you want: art, food, shopping.",264178,Cornelie,10/17/10,within a day,1227,100%,Museumkwartier,1,Museumkwartier,Amsterdam,North Holland,1071 DN,Amsterdam,Netherlands,Apartment,Entire home/apt,4,861,$149.00,,45,79.3,88,10,1,0.93,,,,0
56879,"86 m2, city centre & lovely view","ONLY TO RENT for a month between 22 JULY & 22 AUGUST Our apartment is located in the centre, 5 minutes from the Central Station. Our place is on the 5th floor (with an elevator). On the 5th you will find a small bedroom with a high sleeper for our 7-year-old daughter. She can have a logee because it has two beds. There is an extra (camping) bed for a baby. The living room is on the 4th floor, where you have at the left side a great view over the IJ-river. You can see the tall ships go by. At the right side the're new apartments & hotel. In the living room there's a comfortable sofa (guest sometimes sleep on it) a audioplayer and stereo you can use. There' s an open kitchen with an oven, dishwasher, fridge, microwave, nespresso machine etc, etc. In a big closet you will find a washer and dryer you can use. At the backside of the house there’s the master bedroom with a double bed and a desk to work on. Further on there is a separate toilet and a bathroom with a bath and a separate show",,270282,Linda & Theo,10/25/10,within a day,476,100%,Westelijke Eilanden,1,Westelijke Eilanden,Amsterdam,North Holland,1013,Amsterdam,Netherlands,Apartment,Entire home/apt,4,N/A,$112.00,$100.00,243,29.25,1,10,1,0.01,,,,0
57978,Still cosy X Mas availability!,"WE HAVE JUST RENOVATED THE WHOLE APARTMENT This charming and very spacious apartment is located on the second floor of a historic 19th century building on what is known as the most 'gezellige'* street of the Oud West area of Amsterdam. Oud West is an easy-going and friendly neighbourhood with lots of coffee shops, café's, lunchrooms and restaurants. It borders the 'grachtengordel' (the canals) and on foot it takes you no more than 5 minutes to get to the Leidseplein or the Vondelpark. With a bike rental around the corner and every place you want to visit within a 15 minute bike (or public transport)-radius, this is a TOP LOCATION: centrally located yet quite, domestic and 'gezellig'*. (* There is no translation for 'gezellig' but cosy comes close) The 60 square meter studio/apartment consists of a large living room, a bedroom with a extra large king-sized bed (2 meter x 2.20 meter), a fully equipped kitchen and a bathroom with toilet. The living room has folding doors to a quite and s",,276959,Elisabeth,11/2/10,within a day,770,74%,Oud-West,1,,Amsterdam,NH,1054,Amsterdam,Netherlands,Apartment,Entire home/apt,3,N/A,$125.00,$30.00,261,157.95,14,9,1,1.51,,,,0
58211,En Suite accommodation in a monumental canal house,"En Suite offers the first floor with a spacious lounge area, overlooking the canal. The area provides all the comfort you require, like a fire place, colour TV, DVD player, iPod docking, internet access, comfortable sofa and chairs. The spacious bedroom, including a double bed, is located in the back of the house, overlooking the courtyard. The bedroom does have a separate hand basin and a colour TV with remote control. The private bathroom does have a toilet, shower and for your comfort a deluxe set of towels. The pantry is including refrigerator, Nespresso coffee machine, dish washer, microwave, toaster. Coffee, tea and Dutch “stroopwafels” are offered on a complimentary basis as well as the beverages in the refrigerator (soft drinks and beer). The price is based on the use of one bedroom (max 2 persons), should you require the additional room there will be a surcharge.","En Suite is located on one of the main canals in the city, the Keizersgracht (area nine streets). All major attractions are on walking distance, like the Anne Frank House, the Royal Palace on Dam square, the Jordaan (oldest neighbourhood of Amsterdam), Madame Tussaud, Magna Plaza shopping mall, the Vondelpark, the red light district and many restaurants and bars. Beside the above, the apartment is ideally located from the major museums (The Rijksmuseum, Van Gogh museum and the Stedelijk museum) and galleries.",278253,Marcel,11/4/10,within an hour,52,100%,Grachtengordel,4,Grachtengordel,Amsterdam,North Holland,1016 EZ,Amsterdam,Netherlands,Guest suite,Private room,4,N/A,$225.00,$100.00,237,169.65,8,10,2,1.06,,,,0
58600,Big Spacious and Sunny Family Suite,"General: The house is a double floor (3rd and 4th floor) apartment in the Westerpark area, a beautiful residential area which is 15 minutes away from the Jordaan (centre). The house has been completely renovated with a country-styled look and personal touches and has just recently been taken care for with new beds and furniture. Additional furniture for babies and small children are available per request. Look and feel: The kitchen and living are in open connection with one another, making this floor a warm space to be in. There are windows on both sides, so there is always enough light entering the house. The kitchen has been designed with antique wood in combination with modern equipment: cooking plates (gas), electric oven, dishwasher, microwave, coffee machine and milk creamer. There is enough cooking utensils hove dine with maximum 8 persons. The living room has two comfortable couches and there are family games for adults and toys for smaller children. There is a big flat screen","The neighborhood is best described as upcoming and hip. 5 minutes at walking distance, the Westerpark is situated. This is an urban-green area with lots of stuff to see and do. The Amsterdam Fashion Week is held there, the Affordable Art Fair, the Wintergames, all kind of hip and urban parties take place and in the summer it is a great place to barbecue and hang out. The street where the apartment is located however, is very very quiet at night. So you are able to sleep like a rose ;-) Next to the Westerpark area is the Jordaan area, which is famous for its biological and handycraft markets, as well as its restaurants, small shopping streets and canal-views. The Jordaan area forms part of the city centre. It is a 30 minute walk to get there, or jou can go by public transport. Around the corner, there is a big playground for children and a nice coffee bar to have a good breakfast, lunch or just a coffee while reading your newspapers. And for a good and scenic dinner, go to Cafe Restaura",280614,Pieter,11/7/10,within a day,469,60%,Oud-West,1,Oud-West,Amsterdam,North Holland,1051,Amsterdam,Netherlands,Apartment,Entire home/apt,6,N/A,$150.00,$85.00,122,154.05,15,9,1,2.28,,,,0
62801,Very nice appartment ALL of januari,"Very Nice Appartment for rent from the 5th of Januari to 6th of febuari. Nicely located on an entrance to the Westerpark. Great friendly calm neighbourhood Lots of grocery shops, restaurants and public transportation on walking distance Comes with free wifi, dishwasher, microwave, washer, dryer, BATH, etc. One bike available (with kidseat). 1 bedroom with kingsize 2 pers bed 1 bedroom for child until age of 4, includes bed, closet, etc. 1 livingroom with 2 pers sleepingcouch Kitchen, hallway, bathroom (bath) Balcony Storage Groundfloor appartment Location for (Hidden by Airbnb) maps; Solebaystraat, bos en lommer, Amsterdam NO SMOKING Very nice appartment, perfect for small family. Lots of toys around. For further questions please e-mail; (Email hidden by Airbnb) or call + (Phone number hidden by Airbnb) Greetings, Jan Visser.",,306117,Jan,12/1/10,N/A,N/A,N/A,Bos en Lommer,1,Bos en Lommer,Amsterdam,North Holland,1055,Amsterdam,Netherlands,Apartment,Entire home/apt,4,592,$750.00,,364,79.3,0,,1,,,,,0
64736,Luxury Houseboat,"Beautiful houseboat in the center of Amsterdam looking onto the canal called kostverlorengracht. This all private houseboat is a very clean and bright place. The location is ideal , it's only a 5 min walk to the Vondelpark or to the Overtoom. Also lots of public transport options to get to the museum area, shopping center, Damsquare or Leidseplein Leidsesquare in 5-10 min. The houseboat has a bedroom, kitchen, bathroom, toilet and livingroom. It's ideal to stay with 1 or 2 people. Some details: - ground floor - bright houseboat with big windows - terras on the south/west side - private shower/bath and toilet - private fully equipped kitchen with washing machine and small oven - double bed with view over the canal - about 60 m2 - 5 min. walk to Vondelpark/overtoom - tram 1 and 17 around the corner (5-10 min ride to Leidsesquare and museum area) - Schiphol is 15min with public transport",,306192,Conny,12/1/10,N/A,N/A,N/A,Oud-West,1,Oud-West,Amsterdam,North Holland,,Amsterdam,Netherlands,Boat,Entire home/apt,2,592,$145.00,$25.00,0,236.6,9,10,1,1.48,,,,0
64769,Unique 3 bedroom house in Centre,"Our beautifully renovated 3 bedroom house is spread over 3 floors and measures approximately (Phone number hidden by Airbnb) ft.2). We have a charming private garden in the back where we barbecue all the time in the summer. There is a fully equipped kitchen and a large dining room, and living room on the ground floor, the first bedroom, spacious luxurious bathroom (giant tub) and laundry room are on the floor above and another 2 spacious bedrooms, and brand new bathroom are one floor above. Our house is located in the absolute centre (really the best location) of Amsterdam and overlooks a quiet, absolutely lovely green park. The Frederiksplein is about 20 meters from the beginning of the Achtergracht canal and just 1 block from the Amstel River (just a 2 minute walk and you can see the most beautiful theatre in Amsterdam, Carre!). The Utrechtsestraat, one of the best shopping and dining streets in Amsterdam is just around the corner and the Rembrandtplein is only a 5 minute walk away.","We love love this area of Amsterdam. It's quiet with a park across the street, but right around the corner there is so much action in the Utrechtsestraat. The Utrechtsestraat is known for it's great restaurants, delicacy stores (famous butcher and cheese store), and boutique stores. From our house you can walk anywhere in the city. The Rijksmuseum is just 10 minutes away, as is the Van Gogh museum and all the shopping streets you need.",312863,Marijntje,12/8/10,within a day,725,100%,Grachtengordel,1,Grachtengordel,Amsterdam,North Holland,1017 XL,Amsterdam,Netherlands,Townhouse,Entire home/apt,4,N/A,$450.00,,71,0,26,9,1,0.29,,,,0
65230,Juwelier,"The apartment is located on the second floor. Beware that there is no elevator in the building, so prepare for some stairs. Amsterdam stairs are very steep. Due to the stairs this apartment is not suitable for families with (small) children or people with immobility problems. We offer a spacious lounge room/dining corner and television. Also wifi is available. If you have any questions about staying in The Juwelier just get in touch!","The apartment is in the middle of down town. Restaurant, cafeterias, coffee shops, theatres, theatres of English stand up comedians and more. Just around the building or meters from the front door.",213960,Riek,8/26/10,within an hour,38,100%,Amsterdam Centrum,1,Amsterdam Centrum,Amsterdam,North Holland,1012 GB,Amsterdam,Netherlands,Apartment,Entire home/apt,4,0,$179.00,$60.00,313,46.15,83,10,1,0.93,,,,0
67841,Amsterdam - The Pijp Apartment 1A,"Your own private 1 bedroom apartment!! This one bedroom apartment is 40m2 with morning and afternoon sun and immaculately presented with modern designer and vintage furniture and lighting throughout. It is situated close to the Albert Cuyp Markets & Heineken Brewery located in De Pijp, Amsterdam South. This property is located in the lively area of De Pijp which is the most cosmopolitan and vibrant districts of Amsterdam. De Pijp is brimming with great cafés, restaurants and bars. The Albert Cuyp Market is 1 street away and the popular Sarphatipark is less then 2 minutes away. The apartment is only a 10 minute walk to Museumplein, Rembrandtplein, Dam Square and Trams 3, 12, 16 and 24 run past the corner of the street. It comes fully equipped with Wireless Broadband Internet and Cable TV. This apartment has a 3 night minimum stay.",,335166,Dene,1/4/11,within an hour,11,83%,De Pijp,2,,De Pijp,North Holland,1073,Amsterdam,Netherlands,Apartment,Entire home/apt,2,N/A,$150.00,$25.00,35,203.45,9,10,2,0.15,,,,0
68290,Rebel - Private Room,The place and room I am offering is uniquely situated in the historical heart (old city center) of Amsterdam. And fits two people comfortably. The private room is located on the third floor.,"My home is in a 16th century monumental house (2 floors) and is situated in a quieter part of Amsterdam's city center, just a few minutes walk from the lively Dam Square, the canals and all the highlight that this great city has to offer. It is the perfect base for travelers who wish to explore Amsterdam’s nightlife. Many not-to-be-missed historic attractions, museums, and theaters are only a short walk from this listing. Both business and leisure guests will appreciate the room’s proximity to the city's excellent public transport system. I can advise guests regarding bus, train and tram service. Top shopping, bicycle rent shops and canal boats are around the corner.",336950,Manuel,1/6/11,within an hour,44,100%,De Wallen,12,De Wallen,Amsterdam,NH,1012 CK,Amsterdam,Netherlands,Serviced apartment,Private room,2,N/A,$109.00,$20.00,160,22.75,55,10,3,6.03,,,,0
68873,Yves Klein - Private Room,The place and room I am offering is uniquely situated in the historical heart (old city center) of Amsterdam. And fits two people comfortably. The private room is located on the third floor.,"My home is in a 16th century monumental house (2 floors) and is situated in a quieter part of Amsterdam's city center, just a few minutes walk from the lively Dam Square, the canals and all the highlight that this great city has to offer. It is the perfect base for travelers who wish to explore Amsterdam’s nightlife. Many not-to-be-missed historic attractions, museums, and theaters are only a short walk from this listing. Both business and leisure guests will appreciate the room’s proximity to the city's excellent public transport system. I can advise guests regarding bus, train and tram service. Top shopping, bicycle rent shops and canal boats are around the corner.",336950,Manuel,1/6/11,within an hour,17,100%,De Wallen,12,De Wallen,Amsterdam,North Holland,1012 CK,Amsterdam,Netherlands,Serviced apartment,Private room,2,N/A,$109.00,$20.00,156,104,16,10,3,5.56,,,,0
69042,Cozy Studio || Located at the canal!,"This charming and well equipped studio is located on the fourth floor of an authentic Amsterdam canal house. The studio was just renovated, exposing the original hundred years old wooden beams. It is very bright, with light entering from windows on five sides, including two skylights and canal view. The studio offers all you need for a comfortable stay, including a fully equipped kitchen, a private bathroom, 32"" flat screen TV, a computer with fast Internet connection, sounds system, DVD, and a telephone, all with no extra charges. The comfortable king size bed can also be converted to two singles beds. The sofa bed can also accommodate a third guest. I'm sure you will enjoy your stay at my place.","The Jordaan district is the place to live if you are in Amsterdam. While located in the centre of Amsterdam, it is safe, charming and residential, known for it's many bridges, cafes, restaurants, galleries and markets.",344312,Kjetil,1/12/11,within an hour,7,100%,Jordaan,2,Jordaan,Amsterdam,North Holland,1016,Amsterdam,Netherlands,Apartment,Private room,3,269,$56.00,$40.00,51,101.4,11,9,2,1.28,,,,0
73208,Centre Museum Quarter Apt Roof Deck,"Characterisic two bedroom duplex apartment with roof terrace, in a charming turn of the century town house. Situated in the heart of the Museum Quarter, A stone’s throw from the Rijksmuseum, Van Gogh Museum, Concert Gebouw and Vondel Park. The apartment has a spacious living room and dining room with original plaster ceilings. A separate fully equipped kitchen and small office. The master bedroom is ensuite with a full bath and shower. The second bedroom can accomodate two single beds, and has a separate shower and W.C. The apartment is perfectly located for chic shopping on the P.C. Hooftstraat, antiquing on the Spiegelgracht, and is a ten minute walk to the Leidseplein and the Centre. The trendy bars and restaurants of the Pijp and the famous Albert Cuyp Market are also close by. Conveniently located to the Amsterdam RAI Convention Centre and the Amsterdam WTC, World Trade Centre. Many trams stop around the corner, and there are excellent links to Schiphol Airport and Sation Zuid. It",,381900,Vikki,2/8/11,within a few hours,143,100%,Museumkwartier,2,Museumkwartier,Amsterdam,North Holland,1071,Amsterdam,Netherlands,Apartment,Entire home/apt,4,N/A,$195.00,$70.00,0,33.15,58,10,1,0.63,,,,0
74367,Dutch designer canal house apartment (city centre),"Located in the Jordaan area, the most vibrant neighbourhood in Amsterdam, this apartment with a view on a beautiful canal is walking distance from several city highlights (Anne Frank house, Dam square among others) and surrounded by bars and restaurants. The living room gets plenty of natural light and the bedroom faces a very quiet enclosed garden, which can be viewed from the balcony. Some of the furniture has been changed recently. Pictures of the new situation will be uploaded soon. The main furnishings and functions of the flat haven't changed. The new bed in the main room is a very comfortable king size bed. There is a single bed in the back room which connects to the main bedroom. There is currently no bathroom basin however you can use the kitchen sink. There is free wifi.",,391075,Ruben,2/14/11,N/A,N/A,N/A,Jordaan,1,Jordaan,Amsterdam,North Holland,1015,Amsterdam,Netherlands,Apartment,Entire home/apt,3,N/A,$260.00,$60.00,249,0,10,9,1,0.11,,,,0
75382,Garden Suite Studiohttps://www.airbnb.com/manage-l,"What you see in the pictures is what you get. A beautiful and spacious self contained private accomodation (studio apartment) with private kitchen and bathroom inside our house that captures the true feeling of BB IJ. Featured is a double bed, sitting and eating area, with full kitchen. There is also a fold out bed for a third person. The cottage room can be rented for larger groups. Enjoy the views of the garden, canal, and historic windmill from inside or step out into the private garden to take it all in. Have breakfast in the garden, feed the swans, or enjoy the evening looking out on to the water, old bridges, and windmill. Ammenities include: -garden with terrace on the waterfront -nespresso (coffee) -water cooker -microwave -electric hob - combi oven -fridge -toaster -TV -internet -private bathroom with toilet, sink, and bathtub! General: Welcome to BB IJ, one of Amsterdam's finest historic bed & breakfast, boasting distinctively elegant rooms. BB IJ is a Gentlemen's dike ho","My neighborhood offers the best of Amsterdam! Windmill on canal, street markets, great restaurants, quick access to all city hot spots.... public transport is 1/2 minute away, and the neighborhood is gorgeous with canals and historical Dutch architecture!",399879,Tina,2/19/11,N/A,N/A,N/A,Indische Buurt,3,Indische Buurt,Amsterdam,North Holland,1093,Amsterdam,Netherlands,Apartment,Private room,3,646,$105.00,$25.00,98,161.85,71,10,3,1.9,,,,0
75444,Cottage Room- Completely Private,"The Cottage Room Relax in this intimate room with Dutch antique furnishings. This room has a double bed, eating area, with a gorgeous en-suite bathroom. Also there is a ""white-noise"" machine in the room to ensure restful sleep""at anytime! This room has no access to the garden. Ammenities include: -white noise machine -water cooker -fridge -TV -internet -en suite bathroom with toilet, sink, and shower BB IJ is situated in the center of Amsterdam along the outer Singel canal. It is a dream location for tourists and businesspersons alike. BB IJ's garden lies along the water, which was the original IJ waterfront to the city. Just across the canal from the garden, is the only surviving Windmill de Gooyer in the center of Amsterdam which is also a famous brewery ( Brouwerij 't IJ,)",The Cottage room is located in the vibrant fun friendly touristy trendy Amsterdam Oost! It is very international and one of the best locations in Amsterdam!,399879,Tina,2/19/11,N/A,N/A,N/A,Indische Buurt,3,Indische Buurt,Amsterdam,North Holland,1093,Amsterdam,Netherlands,Apartment,Private room,2,161,$70.00,$15.00,77,63.7,23,9,3,2.62,,,,0
76668,"studio INN, bright and spacious","studio INN is located on the first floor of a monumental building. The bed+breakfast has a private entrance, accessible from the staircase (there is no elevator). From the entrancehall, you enter the two bedrooms and bathroom. In the large room there is a comfortable double bed, an open wardrobe and a comfy chair by the window. You can make coffee and tea as much as you like, and use the small fridge for cold beverages. Also, there is a table with four chairs where breakfast can be enjoyed. The small room has a double bed, and also the view over the water and the chestnut tree. The small room is only rented in combination with the large room. The bathroom is used by both chambers, and comprises a shower, a sink and toilet.","studio INN is situated on a very central spot in Amsterdam, in a pleasant and quiet neighbourhood, with lots of characteristic bridges and historic store-houses. The Zandhoek with its monumental edifices is close by, as is the Jordaan-area and the Haarlemmerdijk, one of Amsterdams main culinairy streets. From here, Amsterdam can be easily explored.",409579,Guido,2/25/11,within an hour,43,100%,Spaarndammer en Zeeheldenbuurt,1,Spaarndammer en Zeeheldenbuurt,Amsterdam,North Holland,1013,Amsterdam,Netherlands,Bed and breakfast,Private room,4,377,$135.00,,219,50.05,32,10,1,1.15,,,,0
77345,miraculous bedroom with gardenview,"2 pers. bedroom located in a groundfloor apartment with garden view, bathroom with toilet shared. The room itself is very quiet and comfortable, the bed( 2 matrasses in one frame with 2 separate covers) are brand new and absolutely fabulous for dreaming away. You can make yourself a cup of tea or -coffee in the room. The location is also very quiet and is located in a low traffic one direction short street; close to concerthall and museam area. 15 minutes walking distance to; Congreshal RAI, - WTC train-metrostation,-trams, -busses, and inner city-circle, 10 min. to Vondelpark. Walking through the Vondelpark you will enjoy all sorts of old trees,plains and lawns. In summertime their is music and dancing and you can walk right through the park towards the famous Leidse Plein (12 minutes). This famous square has bars, restaurants, shops, a casino and a checkerboard on the sidewalk where many welknown chessplayers are spotted and a variety of different shops. And their is the fa",Quietnes and still at close range. And still close to everything you need.,412591,Lia,2/27/11,within an hour,35,100%,Stadionbuurt,1,,Amsterdam,North Holland,,Amsterdam,Netherlands,Apartment,Private room,2,0,$95.00,$20.00,30,142.35,18,9,1,1.3,,,,0
81982,Houseboat Amstel river next to park,"Beautiful houseboat/ship on the Amstel river. Boat is located next to the Martin Luther King park - so it's really quiet as there are no other houses nearby (except for neighboring boats). In the summer you can swim in the Amstel, and sit outside on the deck in a deck seat. There is broadband internet (via wifi) and heating for the colder days. Some notes: 1. Boats were built the move stuff, not people. Therefore the ceilings are not very high. If you are taller than 1.85m, you will not be able to stand up straight everywhere. 2. Streetview: these images were shot during the Parade street festival. This is a 2 weeks festival in August - which is great, fun, but noisy. For the rest of the year, the park is quiet and there are no fences or porta potties either. 3. I can't host more than 2 persons. It's not save for small children. I don't host pets, as I have a cat. Please note that I'm not offering the entire houseboat. It includes the depicted bedroom - and of course you can make use","- Close to both the old city center, De Pijp, as well as the highway and train stations (RAI and Amstel) - Many shops and supermarkets in the neighborhood, open from 8am to 2am (7 days/week). - Next to the Martin Luther King park - Quiet at night - Hear and see the waterbirds, such as ducks, swans, snipes, and coots - Local restaurants/take-aways incl. Indonesian, Thai, Indian, and Sushi",378043,Martin,2/5/11,within a few hours,133,100%,,1,,Amsterdam,North Holland,1079,Amsterdam,Netherlands,Houseboat,Private room,2,0,$93.00,$25.00,340,19.5,7,10,1,2.27,,,,0
82482,The Backroom - Central private appt,"Located in the heart of the Jordaan, in city central Amsterdam. Our backroom, formally the guest quarters of an artist atelier, is on the ground floor, access to a garden, fully private and all main attractions, cafe's / restaurants, and shopping are within a walking distance. Our neighborhood rocks! There is always something going on. Festivals, concerts, and everyday shopping on the nine's streets, dining or getting a drink in the many bars and restaurants. You have a private, ""Amsterdam style"" ensuite bathroom (shower, toilet), a great real bed, a microwave / oven, fridge / freezer, a Nespresso machine, and a great skylight. The studio apartment can sleep up to 2 adults comfortably, and up to max 2 more on a pull our day bed. If you are coming with 4 people, we ask for a 2 night minimum stay. It's just too much laundry for 1 night. The garden area is great to use on a nice day and the room has these amazing glass ceilings which bring in a lot of natural light. As a guest, you w","The Elandsgracht is a well known street and area in the Jordaan. There are many great restaurants, and shops on our street. Once you walk over the bridge from the Prinsengracht, you enter the nine streets, one of the most popular shopping areas in the City. The Anne Frank House is just a 5 minute walk from our place.",186729,Shawna,7/31/10,within an hour,50,94%,Jordaan,1,Jordaan,Amsterdam,North Holland,1016,Amsterdam,Netherlands,Apartment,Entire home/apt,4,N/A,$95.00,$14.00,201,221,74,10,1,7.58,,,,0
